Washington,Illinois,California,Arizona,Massachusetts,Wisconsin,Texas,Nebraska,Utah,Oregon,Rhode Island,New York,Florida,Georgia,New Hampshire,North Carolina,New Jersey,Tennessee,Nevada,Maryland,Colorado,Oklahoma,Pennsylvania,South Carolina,Hawaii,Indiana,Kentucky,Minnesota,Vermont,Virginia,DC,Kansas,Missouri,Connecticut,Iowa,Ohio,Louisiana,South Dakota,Michigan,North Dakota,New Mexico,Wyoming,Mississippi,Arkansas,Delaware,Alaska,Maine,Puerto Rico,Montana,Alabama,Idaho,Virgin Islands,Guam,West Virginia,Northern Mariana Islands
12191,31508,33862,5064,39643,4499,20035,1646,3213,1956,5090,251608,27050,18447,1447,6764,88806,6994,3830,13750,10106,2680,34005,4439,578,11686,3050,2470,816,8989,2927,2029,5807,19815,3175,12919,24523,1685,31927,627,1971,426,4512,1971,2745,319,875,1252,433,5078,1736,54,811,908,14
12345,33059,35844,5251,41199,4620,20949,1726,3301,2002,5500,255932,27861,19189,1491,6951,92387,7317,3937,14261,10447,2807,35384,4608,580,12097,3193,2567,818,9629,3098,2113,5941,20360,3641,13725,24854,1755,32935,644,2072,441,4716,2262,2931,327,888,915,437,5327,1766,54,852,929,14
12539,35108,37573,5459,42944,4845,21769,1826,3451,2059,5841,261591,28301,20099,1588,7220,95865,7681,4081,14842,10878,2894,36763,4761,586,12438,3373,2721,823,10265,3206,2290,6137,22469,3764,14117,25317,1858,33929,679,2210,447,4894,2392,3200,333,907,915,439,5610,1802,54,911,939,14
12906,36935,39534,5769,46023,5052,22706,2190,3621,2127,6256,267932,29640,20905,1670,7608,99989,8169,4208,15805,11262,3017,38334,4917,590,13039,3548,2942,825,10999,3361,2625,6321,23100,3939,14694,25798,1956,35252,709,2379,453,5153,2599,3308,335,937,1230,442,5832,1836,54,979,981,14
13120,39658,41368,6045,50969,5356,23650,2474,3782,2177,6699,276218,30525,21575,1720,8052,102196,8618,4398,16693,12255,3120,40298,5070,595,13680,3779,3185,827,11595,3528,2841,6625,23921,4459,15169,26199,2040,36627,748,2524,473,5434,2810,3442,337,965,1276,444,6026,1870,54,997,1010,14
13484,41777,42590,6280,53348,5687,24494,2898,3950,2253,7129,286901,30831,22225,1793,8542,105523,8918,4539,17844,12967,3193,41626,5253,597,14395,3905,3446,843,12365,3699,3090,6826,24582,5109,15587,26571,2147,37184,803,2662,473,5718,2909,3576,337,990,1307,445,6213,1887,55,997,1025,14
13663,43903,43691,6526,54938,5911,25209,3126,4123,2311,7439,292914,31520,22459,1864,8830,109038,9435,4638,18664,13440,3253,42709,5490,599,15012,4074,3602,851,12969,3841,3197,6997,25269,5490,15963,26832,2213,37751,867,2728,502,5911,3001,4034,339,1015,1371,448,6421,1897,57,997,1053,14
13864,45883,45208,6716,56462,6081,25963,3487,4236,2354,7708,296991,32130,23229,1938,9035,111188,9739,4708,19574,13804,3280,43728,5613,600,16137,4146,3816,855,13534,3892,3406,7171,25997,5868,16325,27111,2246,38190,942,2825,520,6094,3069,4162,343,1023,1388,449,6539,1917,59,1113,1077,14
14059,48102,46570,6948,58302,6289,26868,3613,4343,2385,7926,300276,32838,23607,2010,9568,113856,9974,4812,20200,14239,3410,45323,5735,602,16783,4375,4181,862,14338,3994,3601,7306,26312,6376,16769,27329,2314,39234,991,2975,536,6342,3127,4575,349,1040,1400,451,6750,1952,59,1114,1095,14
14378,50355,48904,7202,60265,6520,27839,3876,4499,2446,8247,304994,33185,24300,2054,9947,116264,10255,4934,20942,14680,3473,46191,5881,605,17409,4538,4644,862,14961,4106,3811,7426,26767,6843,17303,27703,2375,40360,1033,3213,544,6569,3207,4655,353,1056,1465,451,6925,1984,66,1114,1109,14
